PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1979-09-01,1979,9,,,,,,29.00,31.00,28.00,31.00,719.00,0.00,500.00,0,701,2486,,24,23
1979-11-01,1979,11,,,,,,,,,,,0.00,391.00,0,450,2620,,,21
1980-01-01,1980,1,21.00,23.00,21.00,24.00,606.00,30.00,32.00,27.00,32.00,832.00,0.00,30.00,0,290,533,27,27,28
1980-03-01,1980,3,21.00,23.00,21.00,24.00,611.00,29.00,32.00,28.00,33.00,765.00,0.00,180.00,0,439,1621,27,25,28
1980-04-01,1980,4,,,,,,,,,,,0.00,249.00,0,3299,4451,,,21
1980-05-01,1980,5,22.00,24.00,22.00,24.00,574.00,30.00,32.00,27.00,34.00,744.00,0.00,351.00,0,599,2162,25,24,26
1980-06-01,1980,6,,,,,,29.00,32.00,27.00,33.00,646.00,,,,,,,21,
1980-07-01,1980,7,21.00,23.00,21.00,24.00,507.00,29.00,32.00,28.00,34.00,696.00,0.00,170.00,0,201,1282,23,23,25
1984-06-01,1984,6,,,,,,28.80,31.40,28.30,31.90,669.50,,,,,,,22,
1984-08-01,1984,8,20.40,22.50,19.80,23.30,475.00,27.90,30.30,27.30,30.90,734.60,,,,,,22,25,
1985-05-01,1985,5,21.20,22.80,20.20,23.10,568.50,29.10,31.40,27.90,31.80,697.90,,,,,,26,23,
1985-09-01,1985,9,20.30,22.20,19.80,22.60,470.10,,,,,,,,,,,22,,
1985-10-01,1985,10,20.40,23.00,20.30,23.90,521.10,,,,,,,,,,,24,,
1985-11-01,1985,11,20.30,22.40,20.00,22.90,472.40,,,,,,,,,,,22,,
1986-01-01,1986,1,20.00,22.70,19.40,23.30,532.40,,,,,,,,,,,25,,
1986-06-01,1986,6,19.80,22.20,19.70,23.00,502.30,29.60,31.80,26.80,32.00,739.50,,,,,,24,24,
1986-07-01,1986,7,,,,,,28.80,31.80,25.90,32.50,695.40,,,,,,,23,
1986-08-01,1986,8,19.20,20.70,19.10,21.40,522.00,29.20,31.40,28.50,31.70,791.40,,,,,,26,26,
1986-09-01,1986,9,19.00,21.80,18.60,22.10,453.60,28.80,30.90,27.00,31.20,840.20,,,,,,22,28,
1986-10-01,1986,10,19.90,21.90,19.30,22.40,586.50,28.50,30.40,26.40,30.50,882.90,,,,,,28,30,
1986-11-01,1986,11,19.00,21.40,17.90,22.00,463.60,,,,,,,,,,,23,,
1986-12-01,1986,12,20.50,22.40,20.00,22.90,495.40,29.90,31.60,27.70,32.10,675.50,,,,,,23,22,
1987-03-01,1987,3,19.90,22.10,12.30,23.80,482.80,,,,,,,,,,,23,,
1987-04-01,1987,4,,,,,,29.60,32.60,28.90,33.40,715.90,,,,,,,23,
1987-05-01,1987,5,20.30,22.20,20.20,22.60,511.10,29.90,32.50,27.80,32.80,715.00,,,,,,24,23,
1987-09-01,1987,9,,,,,,28.30,32.00,26.80,32.40,668.80,,,,,,,22,
1987-10-01,1987,10,21.40,22.50,20.30,22.70,481.90,,,,,,,,,,,22,,
1987-11-01,1987,11,20.70,22.50,20.00,23.00,476.80,27.80,31.00,27.20,31.10,708.70,,,,,,22,24,
1987-12-01,1987,12,20.00,22.30,19.20,22.60,551.10,,,,,,,,,,,26,,
1988-04-01,1988,4,21.00,22.30,20.70,22.60,457.30,,,,,,,,,,,21,,
1988-05-01,1988,5,20.00,23.00,19.20,23.60,581.70,30.10,31.80,28.60,32.40,836.90,,,,,,27,27,
1988-07-01,1988,7,19.50,21.60,18.40,22.10,473.70,29.90,32.10,29.50,37.40,752.20,,,,,,23,24,
1988-11-01,1988,11,,,,,,27.90,30.50,27.00,31.40,639.90,,,,,,,22,
1989-01-01,1989,1,18.60,22.00,18.20,22.10,457.60,,,,,,,,,,,22,,
1992-10-01,1992,10,,,,,,27.80,30.80,27.60,31.10,679.80,,,,,,,23,
1993-02-01,1993,2,,,,,,28.40,31.90,27.30,32.40,608.40,,,,,,,20,
1993-04-01,1993,4,,,,,,29.20,31.10,27.20,32.70,668.40,,,,,,,22,
1993-05-01,1993,5,19.20,21.70,19.20,22.20,453.90,29.10,32.10,27.50,32.70,704.90,,,,,,22,23,
1993-08-01,1993,8,18.50,20.80,18.20,21.80,429.80,29.20,30.90,27.70,31.80,752.40,0.00,51.00,0,361,559,22,25,24
1993-09-01,1993,9,,,,,,28.10,30.80,27.50,31.30,657.60,,,,,,,22,
1993-10-01,1993,10,18.90,20.20,18.40,21.20,433.60,,,,,,,,,,,22,,
1993-11-01,1993,11,19.70,21.20,19.20,21.60,526.80,27.70,30.80,26.90,31.20,611.70,,,,,,26,21,
1993-12-01,1993,12,19.00,21.00,18.20,21.80,515.70,27.80,31.10,25.60,32.70,647.90,,,,,,26,22,
1994-01-01,1994,1,19.40,20.30,18.00,21.10,575.50,28.80,31.40,28.00,31.50,722.30,,,,,,29,24,
1994-02-01,1994,2,18.30,20.20,17.80,20.80,447.80,29.60,31.70,26.30,33.00,700.90,0.00,79.00,0,831,1029,23,23,21
1994-03-01,1994,3,19.20,20.70,18.50,20.90,576.10,28.90,31.30,28.20,31.90,699.80,0.00,81.00,0,211,818,29,23,27
1994-04-01,1994,4,18.50,20.60,14.60,20.80,526.20,28.30,31.00,26.70,31.70,806.50,0.00,191.00,0,439,1424,27,27,22
1994-05-01,1994,5,,,,,,28.80,31.50,28.70,31.70,731.80,,,,,,,24,
1994-06-01,1994,6,18.10,20.40,17.60,22.80,481.90,29.10,31.60,27.70,32.30,794.50,,,,,,25,26,
1994-07-01,1994,7,17.40,19.00,16.30,19.40,546.90,29.20,31.40,26.90,31.80,846.80,0.00,51.00,0,239,366,30,28,26
1994-08-01,1994,8,17.80,20.20,17.60,20.50,471.30,26.70,31.10,26.20,31.90,735.30,,,,,,25,25,
1994-09-01,1994,9,17.50,19.00,16.50,19.20,434.10,28.50,30.70,27.30,30.80,746.50,0.00,20.00,0,71,177,24,25,24
1994-10-01,1994,10,17.90,19.40,17.50,20.00,467.70,28.40,30.60,27.80,31.30,798.10,0.00,71.00,0,150,515,25,27,24
1994-11-01,1994,11,19.00,20.30,18.60,21.40,494.50,29.20,31.20,27.70,32.00,782.30,,,,,,25,26,
1994-12-01,1994,12,17.80,19.50,11.80,20.30,407.60,28.50,31.80,26.40,32.00,814.60,,,,,,22,27,
1995-01-01,1995,1,18.20,20.00,17.60,22.80,421.90,29.40,31.80,27.10,32.10,853.40,,,,,,22,28,
1995-02-01,1995,2,18.20,19.80,18.00,21.30,457.40,29.40,31.60,27.90,32.70,826.50,0.00,130.00,0,551,866,24,27,23
1995-03-01,1995,3,19.50,23.20,18.00,23.60,520.80,,,,,,,,,,,24,,
1995-05-01,1995,5,21.20,23.00,20.70,24.10,554.50,28.90,32.20,25.20,32.50,670.80,,,,,,25,22,
1995-07-01,1995,7,20.20,21.80,19.80,22.40,631.10,29.60,32.10,27.20,33.40,931.50,0.00,71.00,0,419,1076,30,30,29
1995-08-01,1995,8,20.70,22.50,20.50,23.60,541.20,28.60,31.20,27.20,31.30,752.10,,,,,,25,25,
1995-09-01,1995,9,20.60,22.20,20.10,23.20,494.30,28.30,31.40,27.70,32.40,700.30,,,,,,23,23,
1995-10-01,1995,10,20.50,22.00,20.20,22.80,615.50,28.50,31.20,28.10,31.30,869.10,,,,,,29,29,
1995-11-01,1995,11,20.50,21.90,20.40,22.50,572.60,28.30,30.10,25.20,31.10,728.80,,,,,,27,25,
1995-12-01,1995,12,19.80,21.50,19.60,22.00,612.40,28.60,30.50,28.00,31.80,864.30,,,,,,30,29,
1996-01-01,1996,1,,,,,,28.80,31.70,27.20,31.90,761.00,,,,,,,25,
1996-02-01,1996,2,,,,,,29.10,31.90,26.90,33.10,733.10,0.00,160.00,0,231,723,,24,21
1996-03-01,1996,3,20.30,22.00,20.20,22.20,505.50,28.50,32.70,28.00,33.30,774.80,,,,,,24,25,
1996-04-01,1996,4,20.60,21.90,20.20,22.20,573.20,29.50,31.20,26.70,31.30,727.40,,,,,,27,24,
1996-05-01,1996,5,20.10,21.70,19.40,22.90,563.00,30.80,32.10,28.80,32.80,876.40,0.00,0.00,0,185,185,27,28,22
1996-06-01,1996,6,,,,,,29.70,32.20,27.60,32.30,798.50,0.00,61.00,0,160,487,,26,21
1996-07-01,1996,7,18.90,22.00,18.20,22.80,523.90,27.90,31.40,26.00,31.80,809.20,,,,,,26,27,
1996-08-01,1996,8,19.10,20.60,18.80,21.10,433.80,27.60,31.00,27.20,31.20,738.00,0.00,79.00,0,160,501,22,25,23
1996-09-01,1996,9,18.20,20.40,18.20,20.60,449.40,,,,,,,,,,,23,,
