MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-16.883928571428573,4.19423076923077,-27.700000000000003,16.7,7.2018518518518535
2,-13.923214285714284,9.93333333333333,-25.400000000000002,20.6,8.912962962962963
3,-6.928571428571428,17.249999999999996,-17.400000000000002,27.900000000000002,5.256363636363638
4,-0.046428571428571486,25.150943396226417,-7.5,35.1,10.571428571428575
5,6.1035714285714295,29.692307692307683,-3.0,36.5,18.750000000000007
6,12.428571428571422,31.866037735849066,4.9,37.2,24.25
7,15.569642857142862,33.584615384615375,11.100000000000001,39.1,42.557142857142864
8,13.642857142857148,31.949056603773585,8.700000000000001,37.300000000000004,46.67142857142857
9,7.169090909090908,27.48076923076922,-3.3000000000000003,35.7,28.274545454545457
10,-1.0690909090909089,21.954716981132076,-9.0,29.0,12.385454545454545
11,-7.014545454545453,14.09245283018868,-15.3,24.900000000000002,4.184905660377359
12,-14.576363636363634,5.230769230769231,-24.5,16.5,7.450000000000002
