MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-11.8875,8.055357142857142,-25.700000000000003,19.0,79.81428571428573
2,-9.953571428571431,11.350000000000003,-22.200000000000003,21.200000000000003,68.73571428571428
3,-6.137500000000002,16.34821428571429,-21.200000000000003,25.3,85.28214285714284
4,-1.947272727272728,20.34909090909092,-12.600000000000001,29.200000000000003,91.53636363636362
5,2.0672727272727283,23.64909090909092,-4.3,31.5,135.2363636363636
6,5.827272727272728,26.772727272727263,-0.2,35.1,178.3418181818182
7,8.050909090909087,28.078181818181815,3.5,36.4,175.05818181818182
8,7.738181818181818,27.485454545454537,2.2,35.7,183.0309090909091
9,3.9636363636363647,24.094545454545454,-2.3000000000000003,32.0,116.48909090909092
10,-0.6036363636363635,20.900000000000006,-8.200000000000001,27.5,87.91272727272722
11,-6.0527272727272745,14.425454545454548,-17.3,22.8,87.27818181818184
12,-10.436363636363636,8.029090909090906,-23.0,18.6,81.17090909090906
