DAY,TMIN_P10,TMAX_P90,PRCP_SUM,MONTH,DAY_OF_MONTH
1,-0.16315789473684206,5.584210526315789,3.3157894736842106,1,1
2,-0.4052631578947369,4.8578947368421055,4.394736842105263,1,2
3,-0.9736842105263158,4.615789473684211,2.3421052631578947,1,3
4,-0.4789473684210526,4.778947368421053,6.078947368421052,1,4
5,-0.9894736842105264,3.7578947368421054,9.473684210526315,1,5
6,-2.026315789473684,3.563157894736843,4.7894736842105265,1,6
7,-1.6736842105263159,4.6684210526315795,3.8157894736842106,1,7
8,-0.6421052631578947,5.610526315789474,5.473684210526316,1,8
9,-1.7210526315789476,4.989473684210526,4.7631578947368425,1,9
10,-1.3421052631578947,3.978947368421054,6.552631578947368,1,10
11,-2.1473684210526316,3.5105263157894746,4.2631578947368425,1,11
12,-1.1052631578947367,4.094736842105264,4.342105263157895,1,12
13,-1.5157894736842106,3.857894736842106,5.421052631578948,1,13
14,-2.5157894736842104,3.6052631578947376,3.6842105263157894,1,14
15,-1.5263157894736843,3.721052631578948,5.421052631578948,1,15
16,-2.8526315789473684,3.147368421052632,4.315789473684211,1,16
17,-2.173684210526316,3.3947368421052633,5.2368421052631575,1,17
18,-1.763157894736842,3.078947368421053,4.526315789473684,1,18
19,-2.0263157894736845,2.868421052631579,5.5,1,19
20,-2.2736842105263158,3.2842105263157895,5.631578947368421,1,20
21,-1.6789473684210525,3.384210526315789,4.447368421052632,1,21
22,-1.4,3.7684210526315787,4.473684210526316,1,22
23,-2.357894736842106,3.6947368421052627,3.236842105263158,1,23
24,-1.6684210526315788,3.6263157894736837,4.157894736842105,1,24
25,-1.7315789473684209,4.3052631578947365,5.5,1,25
26,-1.9263157894736842,3.0368421052631587,2.1842105263157894,1,26
27,-2.7052631578947373,3.494736842105263,3.0526315789473686,1,27
28,-2.3000000000000007,2.9421052631578952,4.815789473684211,1,28
29,-2.210526315789474,3.2263157894736847,5.447368421052632,1,29
30,-2.310526315789474,3.110526315789474,4.105263157894737,1,30
31,-2.0842105263157897,3.547368421052632,3.526315789473684,1,31
32,-2.8842105263157896,3.268421052631579,6.447368421052632,2,1
33,-2.431578947368421,3.084210526315789,4.447368421052632,2,2
34,-2.710526315789474,2.610526315789474,3.973684210526316,2,3
35,-3.457894736842106,2.6894736842105273,4.157894736842105,2,4
36,-2.9842105263157896,3.573684210526317,7.5,2,5
37,-2.0210526315789474,3.7052631578947373,4.578947368421052,2,6
38,-2.8842105263157896,2.7578947368421054,3.8157894736842106,2,7
39,-2.678947368421053,2.278947368421053,3.236842105263158,2,8
40,-2.421052631578948,2.9263157894736844,3.236842105263158,2,9
41,-1.5000000000000007,3.5052631578947366,3.289473684210526,2,10
42,-1.5157894736842106,3.152631578947369,4.394736842105263,2,11
43,-3.1210526315789466,3.0210526315789474,4.315789473684211,2,12
44,-3.11578947368421,3.836842105263158,3.1842105263157894,2,13
45,-2.878947368421052,4.094736842105263,3.789473684210526,2,14
46,-2.8315789473684214,3.1789473684210536,2.9473684210526314,2,15
47,-2.3684210526315788,3.1684210526315795,4.552631578947368,2,16
