MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-28.248214285714287,-2.825,-48.1,4.2,35.762499999999996
2,-24.74285714285714,-0.1481481481481481,-41.7,7.6000000000000005,12.91428571428572
3,-19.655357142857145,4.77962962962963,-32.4,12.100000000000001,16.698214285714286
4,-12.96785714285714,9.284905660377358,-23.1,16.2,13.301785714285714
5,-7.244642857142856,12.5811320754717,-20.0,18.7,34.81250000000001
6,-2.482142857142858,15.160377358490564,-8.9,22.400000000000002,62.89642857142858
7,-0.510714285714286,17.6,-5.1000000000000005,24.3,74.23928571428573
8,-1.3035714285714284,17.67307692307692,-6.5,24.400000000000002,67.08749999999999
9,-4.625454545454546,14.590384615384616,-13.0,20.900000000000002,49.01636363636364
10,-12.134545454545457,8.847169811320757,-24.700000000000003,18.400000000000002,24.57636363636364
11,-21.39272727272727,1.5648148148148149,-33.9,10.100000000000001,22.825454545454544
12,-26.394545454545455,-1.8711538461538453,-42.7,5.4,54.65272727272727
