MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-6.65,12.5,-10.0,16.7,54.55000000000001
2,-6.15,15.25,-8.9,18.3,45.550000000000004
3,-5.0,17.8,-7.800000000000001,21.1,74.05
4,3.6000000000000005,22.200000000000003,1.7000000000000002,27.200000000000003,104.64999999999999
5,10.3,26.650000000000002,8.3,28.900000000000002,131.15
6,14.15,28.6,12.200000000000001,32.2,172.85000000000005
7,18.3,32.2,15.600000000000001,33.9,145.00000000000006
8,18.900000000000002,32.800000000000004,18.3,33.9,90.0
9,16.1,31.1,12.200000000000001,33.9,66.0
10,3.9000000000000004,25.0,2.2,27.200000000000003,97.69999999999999
11,-2.8000000000000003,20.0,-4.4,21.700000000000003,96.39999999999999
12,-5.6000000000000005,13.3,-6.7,18.3,55.1
