PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,-15.50,-10.80,-16.10,-5.70,-402.50,-1.90,4.10,-6.70,6.70,36.40,0.00,0.00,0,3,4,31,31,31
1970-02-01,1970,2,-10.10,-4.30,-11.00,-3.20,-208.90,3.30,10.20,1.20,12.50,178.50,0.00,5.00,0,13,38,28,28,28
1970-03-01,1970,3,-5.50,2.90,-7.90,5.00,-62.80,3.50,14.80,2.00,18.30,269.80,0.00,0.00,0,62,63,31,31,31
1970-04-01,1970,4,0.00,7.10,-2.90,10.00,94.10,10.20,21.30,4.80,25.20,480.80,0.00,81.00,0,302,683,30,30,30
1970-05-01,1970,5,6.70,14.80,5.20,16.60,337.20,19.50,29.70,16.20,31.40,749.90,0.00,9.00,0,90,212,31,31,31
1970-06-01,1970,6,7.90,15.60,4.60,17.30,339.50,18.60,30.40,12.20,31.30,768.00,0.00,60.00,0,109,476,30,30,30
1970-07-01,1970,7,12.20,19.20,10.40,20.80,498.30,26.10,33.60,22.70,34.70,922.00,0.00,95.00,0,364,765,31,31,31
1970-08-01,1970,8,11.50,18.60,10.20,20.70,455.90,23.10,29.70,19.70,31.30,831.20,0.00,128.00,0,421,1249,31,31,31
1970-09-01,1970,9,6.90,13.90,1.50,15.20,318.90,15.70,27.20,12.30,29.50,645.80,0.00,26.00,0,84,289,30,30,30
1970-10-01,1970,10,-1.60,5.90,-3.80,11.00,91.80,8.20,22.20,5.50,24.20,505.90,0.00,32.00,0,63,213,31,31,31
1970-11-01,1970,11,-7.40,-1.60,-8.30,1.20,-109.20,2.40,16.40,-1.00,17.10,282.70,0.00,0.00,0,0,0,30,30,30
1970-12-01,1970,12,-12.70,-6.80,-15.10,-6.00,-307.50,-0.80,6.20,-2.50,8.10,83.40,0.00,0.00,0,0,0,31,31,31
1971-01-01,1971,1,-15.40,-8.30,-16.30,-4.50,-383.20,-1.60,5.00,-4.60,7.20,44.70,0.00,0.00,0,11,11,31,31,31
1971-02-01,1971,2,-15.30,-2.80,-16.30,-0.30,-208.70,0.70,13.00,0.40,17.50,203.50,0.00,0.00,0,10,17,28,28,28
1971-03-01,1971,3,-2.00,3.90,-3.30,5.40,12.00,8.80,20.00,4.10,23.10,435.00,0.00,0.00,0,58,97,31,31,31
1971-04-01,1971,4,2.30,9.60,-2.40,13.80,170.60,14.00,25.20,8.70,27.80,597.50,0.00,4.00,0,77,110,30,30,30
1971-05-01,1971,5,3.10,13.10,1.90,16.20,266.20,16.70,29.00,13.10,31.20,746.50,0.00,28.00,0,127,321,31,31,31
1971-06-01,1971,6,9.80,16.80,9.40,17.90,392.70,24.20,29.70,19.00,31.30,804.90,0.00,10.00,0,60,180,30,30,30
