MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.543636363636364,9.654545454545454,-10.600000000000001,13.3,72.64545454545456
2,-2.0454545454545454,9.914545454545452,-8.5,17.0,55.1618181818182
3,-0.8000000000000004,12.576363636363634,-6.7,20.5,58.73818181818182
4,0.5254545454545455,15.532727272727268,-4.7,23.700000000000003,53.709090909090925
5,3.5527272727272723,19.54727272727273,-2.0,25.900000000000002,63.49272727272729
6,6.743636363636363,21.956363636363644,1.4000000000000001,30.0,68.43272727272726
7,8.999999999999998,23.978181818181813,5.0,36.1,64.65272727272726
8,8.807272727272727,23.05818181818182,4.6000000000000005,32.9,73.27090909090911
9,6.547272727272728,20.032727272727268,1.3,28.0,71.43518518518518
10,3.512727272727273,15.852727272727272,-2.5,24.1,81.40185185185183
11,-0.29272727272727284,12.24909090909091,-8.4,17.3,78.62181818181818
12,-2.1148148148148156,10.45,-12.5,14.4,79.17777777777776
