MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-8.625,5.55,-12.200000000000001,12.200000000000001,65.10000000000001
2,-10.15,5.0,-20.0,13.3,90.57499999999999
3,-4.8500000000000005,11.675,-8.9,16.1,90.15
4,-0.7000000000000001,17.375,-3.9000000000000004,21.700000000000003,66.5
5,3.0500000000000003,22.924999999999997,0.0,29.400000000000002,95.77499999999999
6,9.700000000000001,25.825,6.1000000000000005,30.0,130.375
7,13.75,28.450000000000003,10.0,32.2,123.775
8,15.566666666666668,28.533333333333335,12.200000000000001,32.800000000000004,216.83333333333334
9,9.7,25.125,6.1000000000000005,29.400000000000002,168.075
10,5.0,22.25,-1.1,25.6,134.82500000000002
11,-0.5666666666666668,15.933333333333332,-3.3000000000000003,21.700000000000003,153.9666666666667
12,-4.266666666666667,12.4,-7.800000000000001,17.2,78.3
