MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-7.409999999999999,8.666666666666666,-20.6,13.4,83.65555555555555
2,-7.250000000000002,10.500000000000002,-18.900000000000002,15.3,104.23333333333333
3,-6.427272727272728,13.450000000000003,-16.2,21.5,101.25
4,-5.463636363636363,17.68,-13.100000000000001,24.400000000000002,61.889999999999986
5,-0.9181818181818183,22.619999999999997,-9.700000000000001,28.400000000000002,58.18000000000001
6,1.3272727272727274,25.07,-5.9,31.5,64.17999999999999
7,2.2181818181818183,25.255555555555556,-5.4,32.800000000000004,79.85
8,1.8,27.100000000000005,-6.4,31.200000000000003,62.3111111111111
9,0.6363636363636362,20.025000000000002,-7.800000000000001,28.900000000000002,95.3625
10,-0.5545454545454547,16.65555555555556,-14.3,24.0,97.03333333333335
11,-3.590909090909091,10.577777777777778,-15.700000000000001,17.0,88.96666666666665
12,-5.245454545454545,8.8,-13.8,12.700000000000001,97.84444444444443
