MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,23.813888888888897,32.494285714285716,42.36799999999998
2,23.843243243243244,32.26111111111112,81.42105263157896
3,23.84722222222223,32.411111111111104,44.47777777777778
4,24.251351351351353,32.47647058823529,26.847058823529412
5,24.013888888888886,32.205714285714286,24.268749999999997
6,23.6,31.761764705882342,23.01538461538462
7,23.051428571428577,31.28529411764706,3.923076923076924
8,23.06111111111111,31.46857142857143,2.9615384615384617
9,23.49722222222222,32.69714285714285,8.435714285714285
10,24.319444444444443,33.619444444444454,2.546666666666667
11,24.72222222222223,33.80555555555556,26.018749999999997
12,24.191666666666674,32.945714285714295,35.1
