PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,-8.30,1.70,-15.00,4.40,-71.30,0.00,6.10,-2.20,8.30,100.80,0.00,69.00,0,84,674,31,31,31
1970-02-01,1970,2,-11.10,0.60,-16.70,1.10,-139.30,0.00,5.60,-1.10,6.10,77.10,0.00,112.00,0,178,911,28,28,28
1970-03-01,1970,3,-6.10,2.20,-8.90,3.30,-70.70,1.10,7.80,-1.10,8.30,133.30,0.00,30.00,0,71,462,31,31,31
1970-04-01,1970,4,-5.00,4.40,-8.90,7.20,-24.00,3.30,11.70,1.70,13.30,213.80,0.00,41.00,0,142,603,30,30,30
1970-05-01,1970,5,2.20,7.80,0.60,9.40,162.10,10.00,18.90,7.80,21.10,448.40,0.00,41.00,0,183,589,31,31,31
1970-06-01,1970,6,2.80,8.90,1.70,9.40,191.60,13.30,23.30,12.20,24.40,563.80,0.00,89.00,0,251,914,30,30,30
1970-07-01,1970,7,6.10,10.00,1.70,10.00,231.60,12.20,18.90,11.10,22.20,475.60,0.00,53.00,0,201,922,31,31,31
1970-08-01,1970,8,5.00,12.20,2.20,13.30,267.80,13.90,22.20,10.00,23.90,541.80,0.00,99.00,0,521,1188,31,31,31
1970-09-01,1970,9,2.20,9.40,-2.20,10.60,194.40,11.70,18.30,11.10,21.10,431.00,0.00,53.00,0,251,858,30,30,30
1970-10-01,1970,10,-0.60,6.70,-2.80,7.80,107.20,6.10,14.40,3.30,16.10,321.40,0.00,74.00,0,137,679,31,31,31
1970-11-01,1970,11,-3.90,3.90,-8.30,7.20,15.80,2.80,8.90,2.20,11.10,179.20,0.00,86.00,0,178,949,30,30,30
