MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-5.35,6.45,-15.200000000000001,11.0,16.075000000000003
2,-7.25,10.0,-17.8,15.100000000000001,28.025000000000002
3,-5.25,15.25,-15.700000000000001,19.0,25.675000000000004
4,-4.300000000000001,17.4,-11.100000000000001,23.8,38.475
5,-0.10000000000000009,24.160000000000004,-9.200000000000001,27.700000000000003,44.37999999999999
6,3.96,26.2,-0.30000000000000004,33.5,76.49999999999999
7,6.0,26.46666666666667,0.0,33.4,92.36666666666667
8,4.0,31.625,0.0,36.9,23.075
9,2.066666666666667,25.900000000000002,-5.300000000000001,31.0,31.566666666666674
10,-1.8333333333333333,15.466666666666667,-7.6000000000000005,22.0,48.166666666666664
11,-2.5250000000000004,11.025,-14.9,13.700000000000001,60.92500000000002
12,-8.5,7.3500000000000005,-17.0,12.0,43.525
