DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,-6.10,,-6.10,,0.00,1,1
2,-4.00,-1.20,-4.00,-1.20,0.00,1,2
3,-4.90,-1.20,-4.90,-1.20,0.00,1,3
4,-4.40,0.40,-4.40,0.40,0.00,1,4
5,-0.20,,-0.20,,76.00,1,5
6,,3.90,,3.90,0.00,1,6
7,-1.50,,-1.50,,,1,7
8,-1.60,,-1.60,,0.00,1,8
9,0.40,,0.40,,30.00,1,9
10,,5.10,,5.10,23.00,1,10
11,-5.20,-0.50,-5.20,-0.50,0.00,1,11
12,-2.60,-0.70,-2.60,-0.70,3.00,1,12
13,-4.70,-0.80,-4.70,-0.80,8.00,1,13
14,-4.20,,-4.20,,8.00,1,14
15,,0.40,,0.40,13.00,1,15
16,-2.00,-0.50,-2.00,-0.50,0.00,1,16
17,-2.10,-0.70,-2.10,-0.70,3.00,1,17
18,-2.50,,-2.50,,0.00,1,18
19,,-0.20,,-0.20,18.00,1,19
20,,-1.30,,-1.30,124.00,1,20
21,-13.60,-9.60,-13.60,-9.60,5.00,1,21
22,-13.40,-6.70,-13.40,-6.70,0.00,1,22
23,-8.10,1.40,-8.10,1.40,0.00,1,23
24,-2.90,2.50,-2.90,2.50,0.00,1,24
25,-2.70,2.80,-2.70,2.80,0.00,1,25
26,-4.70,-1.00,-4.70,-1.00,0.00,1,26
27,,-3.20,,-3.20,3.00,1,27
28,,-3.00,,-3.00,5.00,1,28
29,-6.40,11.50,-6.40,11.50,0.00,1,29
30,-4.00,2.60,-4.00,2.60,0.00,1,30
31,,6.80,,6.80,0.00,1,31
32,-6.60,9.80,-6.60,9.80,0.00,2,1
33,,5.80,,5.80,0.00,2,2
34,-6.20,-0.20,-6.20,-0.20,0.00,2,3
35,,-1.70,,-1.70,33.00,2,4
36,-3.90,,-3.90,,5.00,2,5
37,0.50,2.20,0.50,2.20,20.00,2,6
38,,2.10,,2.10,8.00,2,7
39,-0.20,4.70,-0.20,4.70,0.00,2,8
40,-3.30,2.00,-3.30,2.00,0.00,2,9
41,-2.50,0.10,-2.50,0.10,15.00,2,10
42,-1.20,0.20,-1.20,0.20,30.00,2,11
43,-0.30,,-0.30,,46.00,2,12
44,1.80,5.30,1.80,5.30,8.00,2,13
45,,2.40,,2.40,56.00,2,14
46,-1.60,3.90,-1.60,3.90,5.00,2,15
47,,4.00,,4.00,112.00,2,16
48,-8.50,-2.10,-8.50,-2.10,30.00,2,17
49,-10.50,-7.00,-10.50,-7.00,69.00,2,18
50,-9.80,,-9.80,,10.00,2,19
51,-5.80,-2.00,-5.80,-2.00,28.00,2,20
52,-3.70,,-3.70,,15.00,2,21
53,-1.90,0.20,-1.90,0.20,38.00,2,22
54,-2.70,,-2.70,,8.00,2,23
55,-2.60,0.60,-2.60,0.60,0.00,2,24
56,-1.00,6.70,-1.00,6.70,0.00,2,25
57,-0.60,4.80,-0.60,4.80,0.00,2,26
58,1.30,10.20,1.30,10.20,0.00,2,27
59,2.20,10.00,2.20,10.00,0.00,2,28
60,3.20,9.90,3.20,9.90,0.00,2,29
61,0.70,9.60,0.70,9.60,0.00,3,1
62,,5.40,,5.40,0.00,3,2
63,-2.10,3.90,-2.10,3.90,56.00,3,3
64,2.20,7.90,2.20,7.90,0.00,3,4
65,1.70,13.00,1.70,13.00,0.00,3,5
66,,7.70,,7.70,0.00,3,6
67,0.40,7.10,0.40,7.10,28.00,3,7
68,-0.50,7.50,-0.50,7.50,0.00,3,8
69,0.30,9.40,0.30,9.40,0.00,3,9
70,0.60,8.90,0.60,8.90,0.00,3,10
71,-2.30,5.50,-2.30,5.50,46.00,3,11
72,-1.50,,-1.50,,46.00,3,12
73,,2.90,,2.90,432.00,3,13
74,-4.20,2.60,-4.20,2.60,254.00,3,14
75,-4.30,-1.40,-4.30,-1.40,69.00,3,15
76,-3.80,-1.00,-3.80,-1.00,5.00,3,16
77,-2.30,2.30,-2.30,2.30,5.00,3,17
78,-0.50,7.90,-0.50,7.90,0.00,3,18
79,-1.00,7.10,-1.00,7.10,0.00,3,19
80,0.40,5.50,0.40,5.50,5.00,3,20
81,,6.40,,6.40,46.00,3,21
82,,0.00,,0.00,48.00,3,22
83,-3.00,0.10,-3.00,0.10,201.00,3,23
84,,0.10,,0.10,13.00,3,24
85,-2.90,-1.30,-2.90,-1.30,114.00,3,25
86,-2.50,0.70,-2.50,0.70,51.00,3,26
87,-3.20,0.50,-3.20,0.50,3.00,3,27
88,-4.90,-0.30,-4.90,-0.30,23.00,3,28
89,-5.70,-0.30,-5.70,-0.30,51.00,3,29
90,-4.80,4.20,-4.80,4.20,5.00,3,30
91,0.10,9.40,0.10,9.40,0.00,3,31
92,-1.10,5.00,-1.10,5.00,0.00,4,1
93,-0.70,6.10,-0.70,6.10,86.00,4,2
94,0.30,6.00,0.30,6.00,25.00,4,3
95,-0.30,5.20,-0.30,5.20,10.00,4,4
96,,2.50,,2.50,0.00,4,5
97,-3.40,6.10,-3.40,6.10,0.00,4,6
98,-0.70,8.60,-0.70,8.60,0.00,4,7
99,-0.40,5.90,-0.40,5.90,0.00,4,8
100,-0.30,7.70,-0.30,7.70,0.00,4,9
101,0.40,8.40,0.40,8.40,0.00,4,10
102,,11.70,,11.70,,4,11
103,5.10,13.90,5.10,13.90,0.00,4,12
104,,10.30,,10.30,3.00,4,13
105,0.40,8.90,0.40,8.90,0.00,4,14
106,1.50,6.20,1.50,6.20,3.00,4,15
