MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-10.666666666666668,7.1269230769230765,-19.200000000000003,16.400000000000002,2.675
2,-7.623333333333333,12.328571428571431,-13.3,24.8,8.680000000000001
3,-1.84,20.464285714285715,-8.5,30.5,7.758620689655173
4,5.24,26.88518518518519,-1.1,33.6,24.766666666666666
5,11.636666666666667,31.7037037037037,6.2,38.800000000000004,32.30666666666668
6,17.253333333333334,35.84814814814815,10.0,41.6,70.58333333333331
7,20.880000000000003,35.81481481481481,16.400000000000002,41.0,168.42333333333332
8,19.080000000000002,33.92962962962964,13.9,36.800000000000004,152.30666666666667
9,13.13103448275862,30.238461538461536,7.800000000000001,36.1,42.92758620689654
10,5.179310344827587,24.818518518518513,-1.8,31.3,37.05517241379311
11,-2.6344827586206905,17.329629629629633,-11.600000000000001,25.200000000000003,15.678571428571429
12,-8.648275862068967,8.842307692307694,-15.4,18.8,3.2034482758620686
