MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-6.6000000000000005,8.200000000000001,-8.4,8.5,27.6
2,-7.1000000000000005,8.0,-14.4,11.8,20.3
3,-10.100000000000001,11.100000000000001,-10.8,14.5,54.099999999999994
4,-5.300000000000001,15.8,-6.800000000000001,20.5,26.800000000000004
5,-0.30000000000000004,23.400000000000002,-7.0,26.200000000000003,29.1
6,0.0,26.55,-0.2,30.8,9.8
7,0.0,25.900000000000002,0.0,30.700000000000003,20.400000000000002
8,6.6000000000000005,29.700000000000003,-1.0,30.0,14.400000000000002
9,-2.2,19.0,-4.4,20.1,68.19999999999999
10,-4.0,13.5,-8.3,14.700000000000001,48.300000000000004
11,-0.2,9.8,-6.300000000000001,13.3,51.849999999999994
12,-2.75,7.800000000000001,-8.8,11.100000000000001,67.5
