MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-11.247169811320752,6.172916666666666,-19.200000000000003,13.5,20.16530612244898
2,-8.779245283018872,9.513333333333335,-17.1,18.7,18.398
3,-2.7547169811320753,15.591304347826084,-15.3,23.8,34.779166666666676
4,3.7056603773584906,22.44374999999999,-9.4,29.8,53.94565217391305
5,9.383018867924527,27.389583333333338,-2.1,33.300000000000004,79.08749999999999
6,15.481132075471699,30.446000000000012,6.6000000000000005,35.0,109.54489795918363
7,19.830188679245293,31.955319148936162,7.7,38.400000000000006,345.561224489796
8,20.224528301886796,32.51666666666667,12.5,38.1,270.16734693877544
9,13.838461538461539,29.008510638297864,3.9000000000000004,36.0,126.95102040816327
10,5.746153846153845,24.087234042553195,-2.0,29.0,47.82608695652173
11,-2.5,17.45000000000001,-11.0,28.0,44.617777777777775
12,-9.463461538461539,9.165909090909095,-18.0,15.9,17.4804347826087
