MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-7.7,9.4,-8.4,11.5,7.4
2,-4.0,7.800000000000001,-4.0,7.800000000000001,3.0
3,-0.30000000000000004,12.700000000000001,-0.7000000000000001,15.0,62.999999999999986
4,1.0,16.0,-0.2,21.3,30.100000000000005
5,5.7,25.9,2.5,31.8,14.3
6,9.950000000000001,29.75,8.5,31.200000000000003,16.5
7,9.9,29.3,9.1,35.0,30.400000000000002
8,10.75,33.65,8.9,37.300000000000004,32.45
9,6.5,21.400000000000002,6.0,24.3,30.000000000000004
10,-0.7000000000000001,14.8,-1.5,16.6,62.0
11,0.04999999999999999,11.25,-3.1,12.9,48.45
12,-4.8500000000000005,8.9,-7.5,12.8,53.5
