MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,22.620454545454546,31.532558139534885,33.1967741935484
2,22.64,31.897727272727277,58.02692307692309
3,22.662222222222223,32.20222222222222,50.217241379310344
4,22.925000000000004,32.71904761904763,41.81153846153845
5,23.26046511627907,32.84523809523809,54.137499999999996
6,22.95555555555556,32.50232558139535,21.92857142857143
7,22.909090909090914,32.3139534883721,36.26
8,23.084444444444454,32.597727272727276,18.117391304347827
9,23.0,32.95952380952381,17.034782608695657
10,22.947727272727274,33.08409090909091,35.656000000000006
11,22.827272727272724,32.66363636363636,42.999999999999986
12,22.49318181818182,31.86046511627906,53.3655172413793
