DAY,TMIN_P10,TMAX_P90,PRCP_SUM,MONTH,DAY_OF_MONTH
1,-6.909259259259257,3.5222222222222226,0.061224489795918366,1,1
2,-7.042592592592592,3.4055555555555554,0.026530612244897965,1,2
3,-7.428846153846154,2.3711538461538457,0.04489795918367347,1,3
4,-8.042592592592593,2.418867924528302,0.17600000000000002,1,4
5,-8.073076923076924,3.1019230769230766,0.24489795918367346,1,5
6,-6.907272727272727,3.4618181818181823,0.4897959183673469,1,6
7,-7.303773584905662,2.645283018867925,0.5274509803921569,1,7
8,-7.246153846153846,3.4499999999999997,0.1142857142857143,1,8
9,-7.3226415094339625,2.7603773584905658,0.16530612244897958,1,9
10,-7.630188679245284,2.8886792452830186,0.02448979591836735,1,10
11,-7.5942307692307685,2.7884615384615383,0.04693877551020409,1,11
12,-7.594444444444444,2.857407407407407,0.0653061224489796,1,12
13,-7.669090909090911,2.9381818181818184,0.034693877551020415,1,13
14,-7.665454545454546,2.7054545454545456,0.0163265306122449,1,14
15,-8.023076923076921,2.657692307692307,0.022448979591836737,1,15
16,-8.220754716981132,3.2150943396226417,0.07142857142857144,1,16
17,-7.140384615384615,2.746153846153847,0.0653061224489796,1,17
18,-7.4038461538461515,3.1749999999999994,0.05714285714285715,1,18
19,-7.399999999999998,3.681132075471699,0.03877551020408164,1,19
20,-7.10925925925926,3.444444444444445,0.17346938775510204,1,20
21,-7.216981132075473,3.0773584905660383,0.066,1,21
22,-7.492452830188681,3.3320754716981136,0.22600000000000006,1,22
23,-7.705660377358488,2.6018867924528304,0.37058823529411766,1,23
24,-7.867272727272725,3.2945454545454558,0.23921568627450981,1,24
25,-7.6528301886792445,3.6396226415094346,0.04081632653061224,1,25
26,-7.564814814814815,3.718518518518519,0.09387755102040815,1,26
27,-7.644444444444446,3.4444444444444438,0.07,1,27
28,-7.24181818181818,3.920000000000001,0.37800000000000006,1,28
29,-7.186538461538462,3.3461538461538463,0.1489795918367347,1,29
30,-7.464814814814816,3.740740740740741,0.07254901960784314,1,30
31,-7.258181818181818,3.9527272727272726,0.12000000000000002,1,31
32,-7.630909090909092,3.845454545454546,0.10816326530612247,2,1
33,-7.696296296296295,3.8537037037037045,0.0163265306122449,2,2
34,-7.580769230769231,3.740384615384614,0.316,2,3
35,-7.6288461538461565,4.542307692307691,0.07755102040816328,2,4
36,-6.264814814814814,4.862962962962964,0.132,2,5
37,-6.385454545454545,4.941818181818182,0.16326530612244902,2,6
38,-6.440384615384615,4.605882352941178,0.08571428571428572,2,7
39,-6.837037037037036,4.974074074074074,0.18979591836734697,2,8
40,-5.890740740740741,5.681481481481479,0.2530612244897959,2,9
41,-5.449090909090912,6.123636363636365,0.07551020408163264,2,10
42,-4.915384615384617,7.303846153846154,0.20816326530612247,2,11
43,-4.025925925925926,7.818518518518521,0.2510204081632653,2,12
44,-3.5666666666666673,8.052941176470586,0.07916666666666666,2,13
45,-4.309433962264151,7.007692307692309,0.4568627450980392,2,14
46,-4.46111111111111,6.772222222222221,0.92,2,15
47,-4.601923076923076,6.076923076923075,0.12448979591836734,2,16
48,-4.44074074074074,6.120370370370369,0.09795918367346937,2,17
49,-4.39074074074074,7.2296296296296285,0.7540000000000002,2,18
50,-4.3431372549019605,7.156862745098038,0.8938775510204081,2,19
51,-3.7319999999999993,7.332000000000001,0.3041666666666667,2,20
52,-3.2377358490566035,7.864150943396227,0.5320000000000001,2,21
53,-2.9314814814814807,7.243396226415093,0.45510204081632655,2,22
54,-3.2648148148148146,7.518518518518517,0.45918367346938777,2,23
55,-2.92909090909091,7.792727272727272,0.5306122448979592,2,24
56,-2.823636363636364,8.22,0.24081632653061225,2,25
57,-2.894545454545453,8.76727272727273,0.0,2,26
58,-2.3076923076923084,8.873076923076923,0.654,2,27
59,-2.1058823529411757,8.52156862745098,1.2040816326530612,2,28
60,-2.3961538461538465,8.415384615384614,0.40625,3,1
61,-2.2232142857142856,9.185454545454546,1.2448979591836735,3,2
62,-1.5339622641509436,10.13207547169811,0.5122448979591837,3,3
63,-1.0629629629629629,10.67222222222222,1.6448979591836734,3,4
64,-1.1943396226415093,10.78679245283019,0.322,3,5
65,-0.8807692307692311,10.36470588235294,0.04489795918367347,3,6
66,-1.1127272727272728,11.04545454545455,0.04489795918367347,3,7
67,-0.36538461538461564,11.368627450980393,0.14081632653061224,3,8
68,0.01730769230769235,11.609615384615388,0.40408163265306124,3,9
69,0.10181818181818209,11.930909090909093,0.332,3,10
70,0.34181818181818174,12.585185185185184,0.04693877551020409,3,11
71,0.7176470588235293,12.500000000000002,0.2306122448979592,3,12
72,0.9444444444444444,12.78333333333333,0.37083333333333335,3,13
73,1.6326923076923074,13.228846153846156,0.5265306122448979,3,14
74,1.431481481481482,14.200000000000001,0.11041666666666666,3,15
75,1.5203703703703704,13.672222222222226,0.05714285714285715,3,16
76,1.5388888888888894,13.957407407407402,0.382,3,17
77,2.256603773584906,14.6,0.26326530612244897,3,18
78,2.207547169811321,14.888679245283017,0.1938775510204082,3,19
79,1.7211538461538465,13.705769230769228,0.10816326530612247,3,20
80,2.0169811320754714,13.660377358490566,0.04285714285714286,3,21
81,1.5113207547169811,13.71320754716981,0.3714285714285715,3,22
82,2.264705882352941,13.782352941176473,0.2979591836734694,3,23
83,2.477777777777777,13.818518518518514,0.7,3,24
84,2.1333333333333337,14.82777777777778,0.628,3,25
85,3.0545454545454547,16.003636363636367,0.3040816326530612,3,26
86,3.5781818181818177,17.15555555555555,0.22448979591836735,3,27
87,4.0520000000000005,16.432000000000006,0.25918367346938775,3,28
88,4.003773584905661,17.164150943396223,0.38,3,29
89,5.086274509803921,17.172549019607832,0.5333333333333333,3,30
90,4.542592592592592,17.18888888888889,0.25306122448979596,3,31
